":ID",":LABEL","description","rule_reference","date"
"VIOL_614","Violation","ex_parte","","2024-04-29"
"VIOL_615","Violation","ex_parte","",""
"VIOL_616","Violation","bias","",""
"VIOL_617","Violation","ex_parte","","2024-04-29"
"VIOL_618","Violation","ex_parte","",""
"VIOL_619","Violation","ex_parte","","2024-04-29"
"VIOL_620","Violation","ex_parte","",""
"VIOL_621","Violation","ex_parte","","2024-04-29"
"VIOL_622","Violation","ex_parte","",""
"VIOL_623","Violation","bias","",""
"VIOL_624","Violation","bias","MCR 2.003",""
"VIOL_625","Violation","ex_parte","",""
"VIOL_626","Violation","bias","MCR 2.003(C)",""
"VIOL_627","Violation","bias","",""
"VIOL_628","Violation","bias","",""
"VIOL_629","Violation","ex_parte","",""
"VIOL_630","Violation","bias","",""
"VIOL_631","Violation","bias","MCR 2.003(C)",""
"VIOL_632","Violation","bias","",""
"VIOL_633","Violation","bias","",""
"VIOL_634","Violation","ex_parte","",""
"VIOL_635","Violation","bias","",""
"VIOL_636","Violation","bias","MCR 2.003(C)",""
"VIOL_637","Violation","bias","",""
"VIOL_638","Violation","bias","",""
"VIOL_639","Violation","ex_parte","",""
"VIOL_640","Violation","bias","",""
"VIOL_641","Violation","bias","MCR 2.003(C)",""
"VIOL_642","Violation","bias","",""
"VIOL_643","Violation","bias","",""
"VIOL_644","Violation","ex_parte","",""
"VIOL_645","Violation","bias","",""
"VIOL_646","Violation","ex_parte","","2024-04-29"
"VIOL_647","Violation","ex_parte","",""
"VIOL_648","Violation","ex_parte","","2024-04-29"
"VIOL_649","Violation","ex_parte","",""
"VIOL_650","Violation","ex_parte","","2024-04-29"
"VIOL_651","Violation","ex_parte","",""
"VIOL_652","Violation","ex_parte","","2024-04-29"
"VIOL_653","Violation","ex_parte","",""
"VIOL_654","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_655","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_656","Violation","ex_parte","MCR 2.003",""
"VIOL_657","Violation","bias","MCR 2.113",""
"VIOL_658","Violation","bias","MCR 2.003(C)",""
"VIOL_659","Violation","bias","MCR 2.003(D)",""
"VIOL_660","Violation","bias","MCR 2.003(D)",""
"VIOL_661","Violation","bias","MCR 2.003(C)",""
"VIOL_662","Violation","ex_parte","",""
"VIOL_663","Violation","ex_parte","",""
"VIOL_664","Violation","bias","MCR 2.113",""
"VIOL_665","Violation","bias","MCR 2.003(C)",""
"VIOL_666","Violation","bias","MCR 2.003(D)",""
"VIOL_667","Violation","bias","MCR 2.003(D)",""
"VIOL_668","Violation","bias","MCR 2.003(C)",""
"VIOL_669","Violation","ex_parte","",""
"VIOL_670","Violation","ex_parte","",""
"VIOL_671","Violation","bias","MCR 2.113",""
"VIOL_672","Violation","bias","MCR 2.003(C)",""
"VIOL_673","Violation","bias","MCR 2.003(D)",""
"VIOL_674","Violation","bias","MCR 2.003(D)",""
"VIOL_675","Violation","bias","MCR 2.003(C)",""
"VIOL_676","Violation","ex_parte","",""
"VIOL_677","Violation","ex_parte","",""
"VIOL_678","Violation","bias","MCR 2.113",""
"VIOL_679","Violation","bias","MCR 2.003(C)",""
"VIOL_680","Violation","bias","MCR 2.003(D)",""
"VIOL_681","Violation","bias","MCR 2.003(D)",""
"VIOL_682","Violation","bias","MCR 2.003(C)",""
"VIOL_683","Violation","ex_parte","",""
"VIOL_684","Violation","ex_parte","",""
"VIOL_685","Violation","bias","MCR 2.113",""
"VIOL_686","Violation","bias","MCR 2.003(C)",""
"VIOL_687","Violation","bias","MCR 2.003(D)",""
"VIOL_688","Violation","bias","MCR 2.003(D)",""
"VIOL_689","Violation","bias","MCR 2.003(C)",""
"VIOL_690","Violation","ex_parte","",""
"VIOL_691","Violation","ex_parte","",""
"VIOL_692","Violation","bias","MCR 2.113",""
"VIOL_693","Violation","bias","MCR 2.003(C)",""
"VIOL_694","Violation","bias","MCR 2.003(D)",""
"VIOL_695","Violation","bias","MCR 2.003(D)",""
"VIOL_696","Violation","bias","MCR 2.003(C)",""
"VIOL_697","Violation","ex_parte","",""
"VIOL_698","Violation","ex_parte","",""
"VIOL_699","Violation","bias","MCR 2.113",""
"VIOL_700","Violation","bias","MCR 2.003(C)",""
"VIOL_701","Violation","bias","MCR 2.003(D)",""
"VIOL_702","Violation","bias","MCR 2.003(D)",""
"VIOL_703","Violation","bias","MCR 2.003(C)",""
"VIOL_704","Violation","ex_parte","",""
"VIOL_705","Violation","ex_parte","",""
"VIOL_706","Violation","bias","MCR 2.113",""
"VIOL_707","Violation","bias","MCR 2.003(C)",""
"VIOL_708","Violation","bias","MCR 2.003(D)",""
"VIOL_709","Violation","bias","MCR 2.003(D)",""
"VIOL_710","Violation","bias","MCR 2.003(C)",""
"VIOL_711","Violation","ex_parte","",""
"VIOL_712","Violation","ex_parte","",""
"VIOL_713","Violation","ex_parte","",""
"VIOL_714","Violation","bias","",""
"VIOL_715","Violation","ex_parte","",""
"VIOL_716","Violation","bias","",""
"VIOL_717","Violation","ex_parte","",""
"VIOL_718","Violation","bias","",""
"VIOL_719","Violation","ex_parte","",""
"VIOL_720","Violation","bias","",""
"VIOL_721","Violation","ex_parte","",""
"VIOL_722","Violation","bias","",""
"VIOL_723","Violation","ex_parte","",""
"VIOL_724","Violation","bias","",""
"VIOL_725","Violation","ex_parte","",""
"VIOL_726","Violation","bias","",""
"VIOL_727","Violation","ex_parte","",""
"VIOL_728","Violation","bias","",""
"VIOL_729","Violation","ex_parte","MCR 2.119(B)",""
"VIOL_730","Violation","ex_parte","MCR 2.119(B)",""
"VIOL_731","Violation","ex_parte","MCR 2.119(B)",""
"VIOL_732","Violation","ex_parte","MCR 2.119(B)",""
"VIOL_733","Violation","ex_parte","MCR 2.119(B)",""
"VIOL_734","Violation","ex_parte","MCR 2.119(B)",""
"VIOL_735","Violation","ex_parte","MCR 2.119(B)",""
"VIOL_736","Violation","ex_parte","MCR 2.119(B)",""
"VIOL_737","Violation","ex_parte","","2025-08-08"
"VIOL_738","Violation","ex_parte","",""
"VIOL_739","Violation","ex_parte","","2025-08-08"
"VIOL_740","Violation","ex_parte","","2025-08-08"
"VIOL_741","Violation","ex_parte","",""
"VIOL_742","Violation","ex_parte","","2025-08-08"
"VIOL_743","Violation","ex_parte","","2025-08-08"
"VIOL_744","Violation","ex_parte","",""
"VIOL_745","Violation","ex_parte","","2025-08-08"
"VIOL_746","Violation","ex_parte","","2025-08-08"
"VIOL_747","Violation","ex_parte","",""
"VIOL_748","Violation","ex_parte","","2025-08-08"
"VIOL_749","Violation","ex_parte","","2025-08-08"
"VIOL_750","Violation","ex_parte","",""
"VIOL_751","Violation","ex_parte","","2025-08-08"
"VIOL_752","Violation","ex_parte","","2025-08-08"
"VIOL_753","Violation","ex_parte","",""
"VIOL_754","Violation","ex_parte","","2025-08-08"
"VIOL_755","Violation","ex_parte","","2025-08-08"
"VIOL_756","Violation","ex_parte","",""
"VIOL_757","Violation","ex_parte","","2025-08-08"
"VIOL_758","Violation","ex_parte","","2025-08-08"
"VIOL_759","Violation","ex_parte","",""
"VIOL_760","Violation","ex_parte","","2025-08-08"
"VIOL_761","Violation","ex_parte","","2025-08-08"
"VIOL_762","Violation","ex_parte","",""
"VIOL_763","Violation","ex_parte","","2025-08-08"
"VIOL_764","Violation","ex_parte","","2025-08-08"
"VIOL_765","Violation","ex_parte","",""
"VIOL_766","Violation","ex_parte","","2025-08-08"
"VIOL_767","Violation","ex_parte","","2025-08-08"
"VIOL_768","Violation","ex_parte","",""
"VIOL_769","Violation","ex_parte","","2025-08-08"
"VIOL_770","Violation","ex_parte","","2025-08-08"
"VIOL_771","Violation","ex_parte","",""
"VIOL_772","Violation","ex_parte","","2025-08-08"
"VIOL_773","Violation","bias","",""
"VIOL_774","Violation","bias","",""
"VIOL_775","Violation","bias","",""
"VIOL_776","Violation","bias","",""
"VIOL_777","Violation","bias","",""
"VIOL_778","Violation","bias","",""
"VIOL_779","Violation","bias","",""
"VIOL_780","Violation","bias","",""
"VIOL_781","Violation","ex_parte","",""
"VIOL_782","Violation","unclassified","",""
"VIOL_783","Violation","unclassified","",""
"VIOL_784","Violation","ex_parte","",""
"VIOL_785","Violation","unclassified","",""
"VIOL_786","Violation","unclassified","",""
"VIOL_787","Violation","ex_parte","",""
"VIOL_788","Violation","unclassified","",""
"VIOL_789","Violation","unclassified","",""
"VIOL_790","Violation","ex_parte","",""
"VIOL_791","Violation","unclassified","",""
"VIOL_792","Violation","ex_parte","",""
"VIOL_793","Violation","unclassified","",""
"VIOL_794","Violation","ex_parte","",""
"VIOL_795","Violation","unclassified","",""
"VIOL_796","Violation","ex_parte","",""
"VIOL_797","Violation","unclassified","",""
"VIOL_798","Violation","ex_parte","",""
"VIOL_799","Violation","unclassified","",""
"VIOL_800","Violation","ex_parte","",""
"VIOL_801","Violation","unclassified","",""
"VIOL_802","Violation","ex_parte","",""
"VIOL_803","Violation","ex_parte","","2025-08-08"
"VIOL_804","Violation","ex_parte","MCR 3.207(C)","2024-04-29"
"VIOL_805","Violation","ex_parte","",""
"VIOL_806","Violation","ex_parte","","2025-08-08"
"VIOL_807","Violation","ex_parte","MCR 3.207(C)","2024-04-29"
"VIOL_808","Violation","ex_parte","",""
"VIOL_809","Violation","ex_parte","","2025-08-08"
"VIOL_810","Violation","ex_parte","MCR 3.207(C)","2024-04-29"
"VIOL_811","Violation","ex_parte","",""
"VIOL_812","Violation","ex_parte","","2025-08-08"
"VIOL_813","Violation","ex_parte","MCR 3.207(C)","2024-04-29"
"VIOL_814","Violation","ex_parte","",""
"VIOL_815","Violation","ex_parte","","2025-08-08"
"VIOL_816","Violation","ex_parte","MCR 3.207(C)","2024-04-29"
"VIOL_817","Violation","ex_parte","",""
"VIOL_818","Violation","ex_parte","","2025-08-08"
"VIOL_819","Violation","ex_parte","MCR 3.207(C)","2024-04-29"
"VIOL_820","Violation","ex_parte","","2024-04-29"
"VIOL_821","Violation","ex_parte","",""
"VIOL_822","Violation","bias","",""
"VIOL_823","Violation","improper_procedure","MCR 2.107",""
"VIOL_824","Violation","bias","",""
"VIOL_825","Violation","bias","",""
"VIOL_826","Violation","bias","MCR 2.119(F)",""
"VIOL_827","Violation","bias","",""
"VIOL_828","Violation","improper_procedure","MCR 2.107",""
"VIOL_829","Violation","bias","",""
"VIOL_830","Violation","bias","",""
"VIOL_831","Violation","bias","MCR 2.119(F)",""
"VIOL_832","Violation","bias","",""
"VIOL_833","Violation","improper_procedure","MCR 2.107",""
"VIOL_834","Violation","bias","",""
"VIOL_835","Violation","bias","",""
"VIOL_836","Violation","bias","MCR 2.119(F)",""
"VIOL_837","Violation","ex_parte","","2025-08-08"
"VIOL_838","Violation","ex_parte","","2025-08-08"
"VIOL_839","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_840","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_841","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_842","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_843","Violation","ex_parte","",""
"VIOL_844","Violation","ex_parte","",""
"VIOL_845","Violation","ex_parte","MCR 3.207(C)","2025-08-08"
"VIOL_846","Violation","ex_parte","",""
"VIOL_847","Violation","ex_parte","",""
"VIOL_848","Violation","ex_parte","",""
"VIOL_849","Violation","ex_parte","",""
"VIOL_850","Violation","ex_parte","",""
"VIOL_851","Violation","ex_parte","",""
"VIOL_852","Violation","ex_parte","",""
"VIOL_853","Violation","ex_parte","",""
"VIOL_854","Violation","ex_parte","",""
"VIOL_855","Violation","ex_parte","",""
"VIOL_856","Violation","ex_parte","",""
"VIOL_857","Violation","ex_parte","",""
"VIOL_858","Violation","ex_parte","",""
"VIOL_859","Violation","ex_parte","",""
"VIOL_860","Violation","ex_parte","",""
"VIOL_861","Violation","ex_parte","",""
"VIOL_862","Violation","ex_parte","","2025-05-16"
"VIOL_863","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_864","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_865","Violation","ex_parte","","2025-05-16"
"VIOL_866","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_867","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_868","Violation","ex_parte","","2025-05-16"
"VIOL_869","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_870","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_871","Violation","ex_parte","","2025-05-16"
"VIOL_872","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_873","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_874","Violation","bias","",""
"VIOL_875","Violation","ex_parte","",""
"VIOL_876","Violation","bias","",""
"VIOL_877","Violation","bias","MCR 2.003(D)",""
"VIOL_878","Violation","bias","MCR 2.003(C)",""
"VIOL_879","Violation","bias","",""
"VIOL_880","Violation","ex_parte","",""
"VIOL_881","Violation","bias","",""
"VIOL_882","Violation","bias","MCR 2.003(D)",""
"VIOL_883","Violation","bias","MCR 2.003(C)",""
"VIOL_884","Violation","bias","",""
"VIOL_885","Violation","ex_parte","",""
"VIOL_886","Violation","bias","",""
"VIOL_887","Violation","bias","MCR 2.003(D)",""
"VIOL_888","Violation","bias","MCR 2.003(C)",""
"VIOL_889","Violation","bias","",""
"VIOL_890","Violation","ex_parte","",""
"VIOL_891","Violation","bias","",""
"VIOL_892","Violation","bias","MCR 2.003(D)",""
"VIOL_893","Violation","bias","MCR 2.003(C)",""
"VIOL_894","Violation","ex_parte","",""
"VIOL_895","Violation","ex_parte","","2025-08-08"
"VIOL_896","Violation","ex_parte","",""
"VIOL_897","Violation","ex_parte","","2025-08-08"
"VIOL_898","Violation","ex_parte","",""
"VIOL_899","Violation","ex_parte","","2025-08-08"
"VIOL_900","Violation","ex_parte","",""
"VIOL_901","Violation","ex_parte","","2025-08-08"
"VIOL_902","Violation","ex_parte","",""
"VIOL_903","Violation","ex_parte","",""
"VIOL_904","Violation","ex_parte","",""
"VIOL_905","Violation","bias","",""
"VIOL_906","Violation","ex_parte","MCR 7.306(A)",""
"VIOL_907","Violation","ex_parte","",""
"VIOL_908","Violation","ex_parte","","2026-02-20"
"VIOL_909","Violation","ex_parte","","2026-02-20"
"VIOL_910","Violation","ex_parte","",""
"VIOL_911","Violation","ex_parte","MCR 3.207(C)",""
"VIOL_912","Violation","ex_parte","",""
"VIOL_913","Violation","ex_parte","MCR 3.207(C)",""
"VIOL_914","Violation","ex_parte","",""
"VIOL_915","Violation","ex_parte","MCR 3.207(C)",""
"VIOL_916","Violation","ex_parte","",""
"VIOL_917","Violation","ex_parte","MCR 3.207(C)",""
"VIOL_918","Violation","ex_parte","",""
"VIOL_919","Violation","ex_parte","MCR 3.207(C)",""
"VIOL_920","Violation","ex_parte","",""
"VIOL_921","Violation","ex_parte","MCR 3.207(C)",""
"VIOL_922","Violation","ex_parte","",""
"VIOL_923","Violation","ex_parte","MCR 3.207(C)",""
"VIOL_924","Violation","ex_parte","",""
"VIOL_925","Violation","ex_parte","MCR 3.207(C)",""
"VIOL_926","Violation","ex_parte","",""
"VIOL_927","Violation","bias","MCR 2.003(D)",""
"VIOL_928","Violation","ex_parte","",""
"VIOL_929","Violation","ex_parte","",""
"VIOL_930","Violation","bias","MCR 2.003(D)",""
"VIOL_931","Violation","ex_parte","",""
"VIOL_932","Violation","bias","MCR 2.222(A)",""
"VIOL_933","Violation","bias","",""
"VIOL_934","Violation","ex_parte","MCR 2.003",""
"VIOL_935","Violation","ex_parte","",""
"VIOL_936","Violation","ex_parte","","2025-08-06"
"VIOL_937","Violation","improper_procedure","MCR 3.207(B)",""
"VIOL_938","Violation","ex_parte","","2025-08-08"
"VIOL_939","Violation","ex_parte","","2025-08-08"
"VIOL_940","Violation","ex_parte","","2025-08-08"
"VIOL_941","Violation","ex_parte","","2025-08-08"
"VIOL_942","Violation","ex_parte","","2025-08-08"
"VIOL_943","Violation","ex_parte","","2025-08-08"
"VIOL_944","Violation","ex_parte","","2025-08-08"
"VIOL_945","Violation","ex_parte","","2025-08-08"
"VIOL_946","Violation","ex_parte","","2025-08-08"
"VIOL_947","Violation","ex_parte","","2025-08-08"
"VIOL_948","Violation","ex_parte","","2025-08-08"
"VIOL_949","Violation","ex_parte","","2025-08-08"
"VIOL_950","Violation","ex_parte","","2025-08-08"
"VIOL_951","Violation","ex_parte","","2024-07-01"
"VIOL_952","Violation","bias","",""
"VIOL_953","Violation","bias","",""
"VIOL_954","Violation","ex_parte","","2024-05-05"
"VIOL_955","Violation","ex_parte","","2025-08-22"
"VIOL_956","Violation","ex_parte","","2025-09-05"
"VIOL_957","Violation","bias","","2024-10-30"
"VIOL_958","Violation","ex_parte","MCR 7.210(C)",""
"VIOL_959","Violation","ex_parte","",""
"VIOL_960","Violation","bias","",""
"VIOL_961","Violation","due_process","",""
"VIOL_962","Violation","ex_parte","","2025-08-08"
"VIOL_963","Violation","ex_parte","","2025-08-08"
"VIOL_964","Violation","ex_parte","","2025-08-08"
"VIOL_965","Violation","ex_parte","","2025-08-08"
"VIOL_966","Violation","ex_parte","",""
"VIOL_967","Violation","ex_parte","",""
"VIOL_968","Violation","ex_parte","",""
"VIOL_969","Violation","ex_parte","",""
"VIOL_970","Violation","ex_parte","",""
"VIOL_971","Violation","ex_parte","",""
"VIOL_972","Violation","ex_parte","",""
"VIOL_973","Violation","ex_parte","",""
"VIOL_974","Violation","ex_parte","",""
"VIOL_975","Violation","ex_parte","",""
"VIOL_976","Violation","ex_parte","",""
"VIOL_977","Violation","ex_parte","",""
"VIOL_978","Violation","ex_parte","","2023-11-12"
"VIOL_979","Violation","ex_parte","","2023-11-12"
"VIOL_980","Violation","ex_parte","","2023-11-12"
"VIOL_981","Violation","ex_parte","","2023-11-12"
"VIOL_982","Violation","ex_parte","","2023-11-12"
"VIOL_983","Violation","ex_parte","","2023-11-12"
"VIOL_984","Violation","ex_parte","","2025-08-08"
"VIOL_985","Violation","ex_parte","","2025-08-08"
"VIOL_986","Violation","ex_parte","","2025-08-08"
"VIOL_987","Violation","ex_parte","","2025-08-08"
"VIOL_988","Violation","ex_parte","","2025-08-08"
"VIOL_989","Violation","ex_parte","","2025-08-08"
"VIOL_990","Violation","ex_parte","","2025-08-08"
"VIOL_991","Violation","ex_parte","","2025-08-08"
"VIOL_992","Violation","ex_parte","",""
"VIOL_993","Violation","unclassified","",""
"VIOL_994","Violation","unclassified","",""
"VIOL_995","Violation","ex_parte","",""
"VIOL_996","Violation","ex_parte","",""
"VIOL_997","Violation","ex_parte","MCR 2.612(C)",""
"VIOL_998","Violation","ex_parte","",""
"VIOL_999","Violation","ex_parte","MCR 2.612(C)",""
"VIOL_1000","Violation","ex_parte","",""
"VIOL_1001","Violation","ex_parte","",""
"VIOL_1002","Violation","ex_parte","",""
"VIOL_1003","Violation","ex_parte","",""
"VIOL_1004","Violation","ex_parte","MCR 2.612(C)",""
"VIOL_1005","Violation","ex_parte","",""
"VIOL_1006","Violation","ex_parte","MCR 2.612(C)",""
"VIOL_1007","Violation","ex_parte","",""
"VIOL_1008","Violation","ex_parte","",""
"VIOL_1009","Violation","ex_parte","",""
"VIOL_1010","Violation","ex_parte","",""
"VIOL_1011","Violation","ex_parte","MCR 2.612(C)",""
"VIOL_1012","Violation","ex_parte","",""
"VIOL_1013","Violation","ex_parte","MCR 2.612(C)",""
"VIOL_1014","Violation","ex_parte","",""
"VIOL_1015","Violation","ex_parte","",""
"VIOL_1016","Violation","ex_parte","",""
"VIOL_1017","Violation","ex_parte","",""
"VIOL_1018","Violation","ex_parte","MCR 2.612(C)",""
"VIOL_1019","Violation","ex_parte","",""
"VIOL_1020","Violation","ex_parte","MCR 2.612(C)",""
"VIOL_1021","Violation","ex_parte","",""
"VIOL_1022","Violation","ex_parte","",""
"VIOL_1023","Violation","ex_parte","",""
"VIOL_1024","Violation","ex_parte","",""
"VIOL_1025","Violation","ex_parte","MCR 2.612(C)",""
"VIOL_1026","Violation","ex_parte","",""
"VIOL_1027","Violation","ex_parte","MCR 2.612(C)",""
"VIOL_1028","Violation","ex_parte","",""
"VIOL_1029","Violation","ex_parte","",""
"VIOL_1030","Violation","ex_parte","",""
