file,page,sentence,hits
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0016.pdf,1,False Allegations & PPO Misuse.,ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0016.pdf,1,"Threats, Hostile Exchanges & Judicial Bias.",threat
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0016.pdf,1,"The totality of these transgressions not only undermines the tundamental principles of family law but also inflicts irreparable harm upon the minor child (name), warranting immediate judicial intervention and corrective actions"".",mental
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0016.pdf,1,An evidentiary hearing to address procedural violations.,violation
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0016.pdf,1,Legal sanctions and contempt proceedings against Defendant.,contempt
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0016.pdf,1,"Also attached to the Motion was a prepared Proposed Custody and Parenting Time Order for Joint Legal Custody, Week On/Week Off parenting time and for Child Support to be recalculated.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0017.pdf,1,"T]ie Family Court Specialist having reviewed the Case File in its entirety, having Summarized the Case File, having found No requests for Parenting Time Assistance filed reporting specific violations to the Court Order and having reviewed the Motion filed by the Plaintiff7Father on February 14, 2025 recommends the Plaintiff/Father's Motion be Dismissed for failure to provide sufficient changes in circumstances since entiy of the Order (8/23/24) and for having filed an improper Motion based upon his petition for relief.",violation
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0014.pdf,1,"PIGORS v WATSON FILE # 2024-001507-DC Recommendation dated 3/26/25 PAGE2 was titled as follows: ""AFFIDAVIT IN S'[JPPORT OF MOTION TO MODIFY CUSTODY AND PARENTING TIA4E"" stating ""'Plaintiff seeks an order restoring a 50/50 joint legal and physical custody arrangement, as mandated by the best interests of the child standard under MCL 722.23.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0014.pdf,1,"This request is based on significant changes in circumstances, including parental alienation, legal manipulations, financial fraud, and violations of Michigan law committed by Defendant, EMILY WATSON"".",violation
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0014.pdf,1,"Plaintiff broke it down into three categories: ""Violation by Defendant"", ""Impact on Lincoln"" and ""Plaintiff' s Parental Excellence"" in favor of his request for modifications.",violation
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0014.pdf,1,"What he reports to be his circumstances/capabilities remain the same as he previously reported to this Court during the proceedirxgs/Trial to finalize the issues of Custody, Parenting Time and Child Support.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0015.pdf,1,"Parties are encouraged to support the child's participation in specia l occasions or events (weddings, family reunions, etc) which may be scheduled outside of regular parenting times.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0015.pdf,1,Parties are Ordered to communicate via AppClose therefore parties have a means to convey this information including medical appointments.,ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0015.pdf,1,Scheduled appointments can be conveyed via the Text Message feature of the app and the Shared Calendar feature.,ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0012.pdf,1,"PIGORS v WATSON FILE # 2024-001507-DC Recommendation dated 3/26/25 PAGE 12 August 23, 2024: Final Order entered regarding Custody & Parenting Time & Child Support following Custody Hearing.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0012.pdf,1,"Child Support obligations in the amount of $332.00 monthly were calculated with the application of Plaintiff/Father exercising 78 overnights each year effective July 17, 2024 the datc of the Trial.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0012.pdf,1,"February 14, 2025: Plaintiff filed Motion re: Parenting Time requesting Joint Custody and equal parenting time (50/50) be restored and for child support to be recalculated with application of said modifications.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0011.pdf,1,PPO (23-005907-PP) Favors Defendant/Mother Factorl.,ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0011.pdf,1,"Defendant's Objection to Ex Parte Order for Custody, Parentii'ig Time and Cliild Support following Facilitative Information Gathering Conference Granted.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0011.pdf,1,Child Support to be recalculated.,ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0011.pdf,1,"Plaiiitiff objected to the finding that is Motions filed on July 16, 2024 were frivolous and referenced the following: MCL 722.27a, MCL 722.23(k), MCL 722.23(1), MCL 722.27(1)(c), MCL 722.27 and MCL 722.23(f) providing his oppositions to tl'ie Courts findings and included several pages (13-177) of wliat he believed to be docun'iented evidence in support of his objection.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0009.pdf,1,576(2013) in support of lffs Motion.,ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0009.pdf,1,"July 10, 2024: Custody, Parenting Time and Child Support Trial Brief filed by Attorney Barnes on bebalf of Defendant/Mother.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0009.pdf,1,"Plaintiff stated an Established Caistodial Envirorunent existed with him infoning he providcd Daily Care and Stability (feeding, clothing, housing; school attendance, extracurricular participation, consistent da)icare); Emotional and Psychological support (safe, loving, conflict free environment) and Continuity and Roritine (regular bedtimes, meal tiines, reading, brushing teeth, potty training, educationa) and recreational engagement).","ppo,psych"
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0009.pdf,1,"The Defendant's false accusations, harassment, and disruptive behavior, coupled with her attorneys unprofessional actions, have caused emotional distress, PTSD, and instability""'.","harass,harassment"
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0009.pdf,1,"Requested exchanges take place at a neutral location and for the Defendant's father to be prohibited from being present reporting harassment aiid being ""verbally assailted"" by said person (Defendant's father).","harass,harassment"
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0009.pdf,1,"July 16, 2024: Plaintiff filed Motion for Protective Order and Sanctions in Custody Case for the grorinds of ""Continuous Harassment and Intrusive Actions"" and ""Misuse of Professional Resources"" requesting a protective order, sanctions against Defendant and to restrict the Defendantas ability to issue subpoenas without prior court approval.","harass,harassment"
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0010.pdf,1,"PIGORS v WATSON FII,E # 2024-001507-DC Recommendation dated 3/26/25 PAGE 10 July 16, 2024: Plaintiff filed a Motion for Contempt of Court for the grounds of ""Failure to Pay Child Support"" and ""Refiisal to Co- Parent"" requesting the Defendant be found in contempt, issue sanctions for lier ""willful disobedience of court orders"", pay any child support arrears irninediately and require Defendant to engage in co-parenting through AppClose.","contempt,ppo"
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0010.pdf,1,"July 17, 2024: Non-Jui7 Trial held regarding the isSues of Custody, Parenting Time and Child Support.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0010.pdf,1,"*Ex Parte Order for Custody, Parenting Time and Child Support entered on April 29, 2024 was Dismissed.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0010.pdf,1,"*PlaintiFs six (6) Motions filed on July 16, 2024, tlie day before Trial, Denied ""as they are frivoloris Motions for wliicli Plaintiff has already been instnicted by this Court that if he files an additional frivolous Motion, he will incur sanctions"" and ""the filings of tbese Motions was done as harassment to Dcfendant and to the Court, along with an abuse of thc Couit system"".","abuse,harass,harassment"
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0010.pdf,1,Defendant )ias no history of mental or physical health concerns.,mental
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0007.pdf,1,"Parties were scheduled separaiely due to Personal Protection Order (23-005907-PP) April 11, 2024: Plaintiff filed a Motion, Affidavit, and/or Order to Show Cause for Custodial Interference against the Defendant.",protection order
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0007.pdf,1,"Plaintiff referenced Michigan Penal Code 750.350a as Legal Basis for Relief and requested tlie child be immediately retumed to his care; modify Custody/Parenting Time Orders to ""50/50""; find Defendant in contempt with sanctions or charges of kidnapping and prohibit Lori Watson from being the minor cliild's daily caregiver.",contempt
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0007.pdf,1,"Plaintiff addressed the Best Interest Factors reportiiig a strong bond witli the cl'iild; alleged the Defendant showed ""zero uiillingness to be civil""; was violatit'ig the verbal parentiiig agreement by witliholding the child from liii'n, stated the allegations of DV against liim by the Defendant were false and informed of an incident that took place on Novcmber 30, 2023 in which he reports the Defendant and her father threatened him for over an hour while the child was in his aims.",threat
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0007.pdf,1,"Defendant/'fl4other disagreed with the Plaintiffs allegations; requested the Plaintiff""s mental health be evaluated; show proof he has a safe and suitable home and proof of child care arrangements prior to any parenting time determinations being made.",mental
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0007.pdf,1,"Defendant/Mother expressed concems regarding ""erratic"" behaviors exhibited by the Plaintiff aiid referenced lns past history of drug use.",drug
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0007.pdf,1,Plaintiff to not ingest cocaine or any other non-prescribed mind-altering substances twelve (12) hours prior to and/or during parenting times.,substance
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0008.pdf,1,Child Support obligations were calctilated with the application of each party exercising 182.5 overnights each year.,ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0008.pdf,1,"Attorney Barnes filed Defendant's Objection to Ex Parte Order for Custody, Parenting Time and Child Support folJowing Facilitative Information Gathering Conference on behalf of Motlier and Notice of Heaig to be held on May 24, 2024 at ll:30airi.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0008.pdf,1,"Defendant/Mother objected to all matters (Custody, Parenting Time and Child Support).",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0008.pdf,1,"Motion for Summary Judgment indicating Defcndant failed to present ""substantial evidence supporting hcr objections"" and referenced MCR 2.116 (C)(10).",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0008.pdf,1,"Motion for Contempt for non-payment of Child Support and ""Defamation"" of Plaiiitiffs Character regarding ""surveillance and misuse of funds aiid cocaine use"" referencing MCL 600.1701.","contempt,ppo"
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0008.pdf,1,"Motion for Discovery requesting ""Defendant's Medical Records""; ""Photograpic Evidence""; ""Supporting Evidence and Third-Party Testimonies"" referencing MCR 2.302 (A).",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0008.pdf,1,"Plaintiff requested ""'sanctions, summary judgment, contempt, discovery and make-up parenting time"" to ""address the undue burdens placed all Plaintiff and to upliold the integrity of the judicial process"".",contempt
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0005.pdf,1,"T]ie Family Couit Specialist having reviewed the Case File in its entirety, having Summarized the Case File, having found No requests for Parenting Time Assistance filed reporting specific violations to the Court Order arid having reviewed the Motion filed by the PlaintifffFather on February 14, 2025 recommends the Plaintiff/Father's Motion be Dismissed for failure to provide sufficient changes in circumstances since entry of the Order (8/23/24) and for having filed an improper Motion based upon his petition for relief.",violation
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0003.pdf,1,"Parties are encouraged to support the child's participation in special occasions or events (weddings, family reunions, etc) which may be scheduled outside of regular parenting times.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0003.pdf,1,Parties are Ordered to communicate via AppClose therefore parties have a means to convey this information including medical appointments.,ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0003.pdf,1,Scheduled appointments can be conveyed via the Text Message feature of the app and the Shared Calendar feature.,ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0004.pdf,1,False Allegations & PPO Misuse.,ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0004.pdf,1,"Threats, Hostile Exchanges & Judicial Bias.",threat
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0004.pdf,1,"The totality of these transgressions not only undermines the fundamental principles of family law but also inflicts irreparable harm upon the minor child (name), warranting immediate judicial intervention and corrective actions"".",mental
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0004.pdf,1,An evidentiary hearing to address procedural violations.,violation
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0004.pdf,1,Legal sanctions and contempt proceedings against Defendant.,contempt
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0004.pdf,1,"Also attached to the Motion was a prepared Proposed Custody and Parentixig Time Order for Joint Legal Custody, Week On/Week Off parenting time and for Child Support to be recalculated.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0002.pdf,1,"PIGORS v WATSON Fn,E # 2024-001507-DC Recommendation dated 3/26/25 PAGE 2 was titled as follows: ""AFFnDAVIT IN SUPPORT OF MOTION TO MODIFY CUSTODY AND PARENTING TIME"" stating ""Plaintiff seeks an order restoring a 50/50 joint legal and physical custody arrangement, as mandated by the best interests of the child standard under MCL 722.23.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0002.pdf,1,"This request is based on significant changes in circumstances, including parental alienation, legal manipulations, financial fraud, and violations of Michigan law committed by Defendant, EM[LY WATSON"".",violation
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0002.pdf,1,"Plaintiff broke it down into three categories: ""Violation by Defendant"", ""Impact on Lincoln"" and ""'Plaintiff' s Parental Excellence"" in favor of his request for modifications.",violation
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0002.pdf,1,"What he reports to be his circumstances/capabilities remain the same as he previously reported to this Court during the proceedings/Trial to finalize the issues of Custody, Parenting Time and Child Support.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0073.pdf,1,Applying the Michigan Child Support Formula Is unjust or inappropriate because: (Specify the deviation fadors relied on.) Tlie costs required to administer this child support obligation outweigh the benefits o( processing such an Order.,ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0073.pdf,1,"ThechildsupportorderdeviatesfromtheMichiganChildSupportFormulaasfollows: (Specify whidi provisions of the child suppor tformula create an unlust or InaPPropriat eresult and explain how this order deviates from the provisions.) Ai the Trial conducted on July 17, 2024, the Couri Ordered that a deviation, effective May 3, 2024, shall be entered based upon the Micliigan Child Support Formula Deviations, speciflcally 1.04(EXl9), as ""the amount calculated does not exceed $20, and the administrative cost to enforce and process payments outweighs the benefit of the minimal amounts."" d.",ppo
scanned_300/SCANNEDcustody scanned2_0070/custody scanned2_0073.pdf,1,"The value of property or other support awarded instead of the payment of child support: (lfnotappllmble, putnone.) Plalntiff (if consenUstipulailon) Date Defendan t(If consent/sUpulation) Date Plain's attomey Date DAGfendan t'asttoma9 Date Jenn iLfe .Br arn ePs5,5406 Preparedby: FOC Approva ld: j'&""% Name (type or print) NOTE: When deviating ,this form must be completed ,attached .and served along mth the rest of the Uniform Child Support Order .The proof of servb on the Unfform Child Support Order must Indicate this form was Included.",ppo
